SMILES,LogD {measured},UNIT {LogD},pH,UNIT {pH},Temperature,UNIT {Temperature},logPow Method,logPow Buffer,Ionic strength,UNIT {Ionic strength},Species,Test duration,Material Nanoparticles of Elements,APS,UNIT {APS},Explosure concentration,UNIT {Explosure concentration},Crystal structure of nanoparticles,Ionisable
COC1=CC=C(C=C1OC1CCCC1)[C@]1(CC[C@@H](CC1)C(O)=O)C#N,0.76,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCS(=O)(=O)C1=CC=C(C(C)=C1)C1=CC(=CC=C1CCC(O)=O)C(F)(F)F,0.76,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1,0.77,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC(=O)C1=C2SC(=CC2=C(N[C@H]2CCCNC2)N=C1)C1=CC=NC=C1,0.77,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=C2C=CC=CC2=NC(=C1)C1=CC=CC=C1,2.2,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1C=C(C(=O)C2=C(O)C=C(O)C=C12)C1=CC=C(O)C=C1,2.2,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=C(OC)C=C2C(NC3=CC=C(OCC4=CC=CC=N4)C(C)=C3)=NC=NC2=C1,3.6,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(CNC(=O)N(CC=C)C2CCN(CCC(C3=CC=CC=C3)C3=CC=CC=C3)CC2)C=C1,3.6,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(Cl)C(NC2=C3C(OC4CCN(C)CC4)=CC(OC)=CC3=NC=N2)=C1,3.6,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC=CC(=N1)C#CC1=CC=CC=C1,3.6,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@H](NC(=O)CC1=CC(F)=CC(F)=C1)C(=O)NC1C2=CC=CC=C2C2=CC=CC=C2N(C)C1=O,3.6,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=C(CC2=CC=CC=C2)C(=O)N2N=C(NCC3=CC=CC(Cl)=C3)N=C2N1,3.6,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CS(=O)(=O)N1C2=C(C=CC=C2)C2=C1C=CC(NC(=O)CCC1=CC=NC=C1)=C2,3.4,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@H](NC1=NC(NC2=NNC(C)=C2)=CN=C1C#N)C1=NC=C(F)C=N1,1.96,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(N2CCN(CC2)C2=CC=C(C=N2)C#N)C(F)=C1,1.98,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)(O)C1=CC=C(NC2=NC3=CC=C(C=C3N2)C#N)C=C1,2.73,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
ClC1=CC=C(CN(CC2=CC=C(Cl)C=C2)C2=NNN=N2)C=C1,2.74,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC(=CC=C1OCCN1CCCC1)N1C=NC2=C(SC(=C2)C2=CC=C(Cl)C=C2)C1=O,2.74,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@H](NC1=CC=C2N=CN(C3=NNC(=C3)C3CC3)C2=N1)C1=NC=C(F)C=N1,2.74,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC(=C(OC)N=N1)C1=C2N=NC(C(=O)NC3CC3)=C(N)C2=CC=C1F,2.75,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCNC1=NC2=CC=CC=C2C(=NC1C1=CC=CS1)C1=CC=CC=C1,3.98,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
FC1=CC=C(C=C1Cl)S(=O)(=O)NCC(N1CCCCCC1)C1=CC=CC=C1,3.98,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
FC1=CC=CC=C1NC(=O)N[C@H]1N=C(C2=CC=CC=C2)C2=CC=CC=C2NC1=O,4,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=NC=C(C=C1C1=NC2=CC=CC=C2O1)C1=CN(N=C1)C1CCOCC1,4,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
FC(F)(F)OC1=C2NC3=C(CN(CC3)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(CC3)C#N)C2=CC=C1,4.01,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC(CN2CC3=CC=CC=C3C[C@H]2C(=O)NC2=CC=C(Cl)C=C2Cl)=CC=C1OCC(O)=O,2.41,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CSC1=CC=C(C=C1)N1C(N)=NC(N)=NC1(C)C,-0.84,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@@H]12,-0.76,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CS(=O)(=O)C1=CC=C(C(Cl)=C1)C1=CC(Cl)=CC=C1OCC(O)=O,-0.75,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(=O)C1CC2=C(NC3=CC=CC=C23)C(N1)C1=CC=CC=C1,0.78,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC1=CC=C(C=C1)N1C=NC2=CC(O)=CC=C2C1=O,1.6,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CNC(=O)C1=C(N=CN1)C(=O)NC1=CC=C(OC)C=C1,2.2,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN([C@@H]1CCN(CC2=NC3=CC(F)=CC=C3S2)C[C@@H]1F)C(=O)CC1=CC=C(C=C1)S(C)(=O)=O,2.2,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N,2.52,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
FC1=CC=CC(CN2CCN(CC2)C2=NN3C(C=C2)=NN=C3C(F)(F)F)=C1F,3.6,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC(CN2CCC3=CC=CC=C3C2C(=O)NC2=CC=C(Cl)C=C2Cl)=CC=C1OCC(O)=O,2.63,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC=CC(=C1)C(=O)N1CCC(CC1)C(=O)C1=CC=C(F)C=C1,3.4,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)=CC=C34)[C@@H]1CCC2=O,3.4,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1SC(=O)C2=CC(=CC=C12)S(N)(=O)=O,0.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(=O)C1=CC=C(C=C1)C1=NN(CC2=CC=CC=C2F)N=N1,0.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
ClC1=CC=C2C(NC3=C(C(=O)N(CC4=CC5=CC=CC=C5S4)NC3=O)C2=O)=C1,2,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1CC(NC(C)=O)C2=CC=CC=C2N1C(=O)C1=CC=CC=C1,2,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(=O)NC1=NC(=CS1)C1=CC=CS1,2.77,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)N1C(=O)N(CC2CC2)C2=NN(CC3=C4C=C(Cl)C=CC4=NC=C3)C(C3=CN=CN3C)=C2C1=O,4.02,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@@H]1CN(CCN1C1=NC=C(OCC2=CC=NC=C2C#N)C=N1)C1=NOC(=N1)C(F)F,2.85,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@H](CO)NC1=NC(SCC2=CC=CC=C2)=NC2=C1SC(=O)N2,2.86,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O=S(=O)(NCC(N1CCCCCC1)C1=CC=CC=C1)C1=CC=C(C=C1)C#N,2.86,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=C(SC2=CC=C(Cl)C=C2)C2=CC(Cl)=CC=C2N1CC(O)=O,2.87,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
ClC1=CC(NC2=C3C(OCCN4CCCC4)=NNC3=NC=N2)=CC=C1OCC1=CC=CC=N1,2.87,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCOC(=O)C1=CC=C(OCC2CCN(C2)C2=CC=C(C)N=N2)C=C1,3.44,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=CC=C(Cl)C(=C1)C(=O)NCC12CC3CC(CC(C3)C1)C2,3.45,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
ClC1=CC=C2N(C3CCN(CCCN4C(=O)NC5=CC=CC=C45)CC3)C(=O)NC2=C1,3.45,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1N=CC2=C1N=C(NC2=O)C1=CC=CC=C1,1.61,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(=O)C1CCN(CC1)C1=NC=CC=C1C1=CC=C(Cl)C(=C1)C(=O)NCC1CCCCCC1,2.53,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
ClC1=CC=C(NC(=O)N2CCN(C[C@@H]3CCCN(CC4CC4)C3)CC2)C=C1Cl,2.54,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=CC=C1C1=COC2=CC(O)=CC=C2C1=O,2.55,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)N1C2=C(C(C(=O)N3CCS(=O)(=O)C3)=C(CC3=CC=CC=C3C(F)(F)F)S2)C(=O)N(C)C1=O,2.55,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCN(C1CCN(CC[C@H](C2=CC=C(C=C2)S(C)(=O)=O)C2=CC(F)=C(F)C(F)=C2)CC1)C(=O)CC1=CC=C(C=C1)S(C)(=O)=O,2.55,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O=C(NC1=NC=CS1)[C@H](CC1CCOCC1)C1=CC=C(C=C1)S(=O)(=O)C1CC1,2.55,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COCCN(C)CC1=CC=C(NC2=NC=C3C=C(C=CC3=N2)C2=CC=NC=C2)C=C1,2.65,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(=O)NC1=CC=C2NC=C(C2=C1)C1=NC2=C(C=NN2C(NC2CC2)=C1)C#N,2.65,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(=O)C1=CC2=CC(OCC3=CC=CC=C3)=CC=C2N1,0.4,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCN1C=NC2=CN=C(C3=CC=C(C=C3)C3(N)CCC3)C(=C12)C1=CC=CC=C1,2,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCC1=C(Cl)C2=C(N=C(SC3=CN=C4C=CC=[N+]([O-])C4=C3)N=C2N1)N1CC[C@@H](N)C1,2,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(=O)C1=CC=CC=C1NC1=CC=CC(=C1)C(F)(F)F,2.01,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,2.01,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC(=O)C1=C2SC(=CC2=C(N[C@H]2CCCNC2)N=C1)C1=CC=C(F)C=C1,2.01,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=NN2C(=N1)N=C(C=C2C(F)(F)F)C1=CC=CS1,2.01,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCCNC(=O)C1=NN=C2C(=CC=CC2=C1N)C1=CN=CC(=C1)C(=O)N1CCC1,2.79,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCCC1=C(O)C(=CC=C1OCC1=CC=C(C=C1OC)C1=NNN=N1)C(C)=O,2.8,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COCCNS(=O)(=O)C1=CC=C(NC2=NC=CC(=N2)C2=CN=C3C=CC=NN23)C=C1,2.8,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN(C)CCCOC1=NC=CC(NC2=CC(NC(=O)C3=CC=NC(=C3)N3CCOCC3)=CC=C2C)=N1,1.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
N[C@@H](CC1=CC=CS1)C(=O)N[C@@]1(C[C@@H]1C1=CC=CC=C1)C#N,1.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C2N=C(C)C=C(N3C=C(CN4CCN(CC4)C(C)=O)N=N3)C2=C1,1.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(C=C1CNCCO)C1=CC=C2C(=N1)N=C(N=C2N1CCOCC1)N1C[C@H](C)O[C@H](C)C1,1.31,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1(C)OC2=NC=NC(N)=C2N=C1C1=CC=C(C=C1)[C@H]1CC[C@H](CC(O)=O)CC1,1.32,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=CC=C2N=CC=CC2=C1,1.33,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
N#CC1=C2N=C(C=C(NC3CC3)N2N=C1)C1=CC=CS1,2.88,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=C(C)C2=C(SCC(=O)N3CCCC3)N=CN=C2S1,2.89,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@@H](OC1=CC=CC2=C1C(NC1=CC=C3N(CC4=CC=CC=N4)N=CC3=C1)=NC=N2)C(=O)N(C)C,2.89,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=CC=C2C3=CC=CC=C3C(=O)C2=C1,2.9,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O=C1C=C(OC2=C1C=CC=C2C1=CC=CC=C1)N1CCOCC1,2.9,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCN(CC)CC1=CC(NC2=CC=NC3=C2C=CC(Cl)=C3)=CC=C1O,2.9,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)C(=O)NC1=CC=C(C(=C1)C(F)(F)F)[N+]([O-])=O,3.46,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
FC1=CC=C(CN2CCN(CC2)C2=NN3C(C=C2)=NN=C3C(F)(F)F)C=C1,3.46,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(C=C1OC)C(=O)NC1=CC(NC(=O)C2=CC=CC(=C2)N(C)C)=CC=C1Br,3.49,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OCCCN1C(=O)C(CC2=CC=CC=C12)NC(=O)C1=CC2=C(N1)SC(Cl)=C2,3.49,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC(=CC=C1C1CC1)N1CCN([C@H](C)C1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N,3.49,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@H](CO)N1C=CC2=C(NC(=O)CC3=CC=C(Cl)C(=C3)C(F)(F)F)C=CC=C2C1=O,3.49,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=C(C=C(O1)C1=CC=CC=C1)C(=O)NC1=CC=CC(=C1)C(O)=O,1.63,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
BrC1=CC=CC=C1NC(=O)NC1=C2N=NNC2=C(C=C1)C#N,1.64,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]1C[C@@H]2CC[C@H]1N(CCC1=CC=CC=C1)C2,1.64,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)CN1C2=C(C(C(=O)N3CC[C@@H](O)C3)=C(CC3=C4C=CC=CC4=NC=C3)S2)C(=O)N(C)C1=O,1.65,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
ClC1=CC=C2NC(=CC2=C1)C(=O)N1CCNCC1,1.65,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C2N(CC3=CC=C(Cl)C(Cl)=C3)C(=CC2=C1)C(O)=O,1.66,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12,2.56,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(C=C1OC)S(=O)(=O)NC1=CC=C(\C=C\C(=O)NC2=CC=CC=C2N)C=C1,2.56,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
[O-][N+](=O)C1=CC=C2N3CCCCCC3=NC2=C1,2.58,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1CCN(CC1)C1=CC=C2N=CN(C(=O)C2=C1)C1=CC(NC(=O)C2=CC=CC(=C2)N2CCOCC2)=CC=C1C,2.69,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC(=CC=C1CN1C=CC2=CC=C(NC(=O)OC3CCCC3)C=C12)C1=NNN=N1,2.7,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(=O)COC1=CC=C(C=C1CN1CCN(CC1)S(=O)(=O)C1=CC=CC=C1)C(F)(F)F,0.4,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@H](NC(=O)C1=C(NS(=O)(=O)C2=CC=CN=C2)N(N=C1C)C1=CC=C(F)C=C1)C(C)(C)C,0.4,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,0.44,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC1=C(O)C(O)=C2C(=C1)C=CC=C(O)C2=O,2.03,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1C(=O)CC(C)(CCC2=CC=CC(=C2)C2=CC=CC=C2)N=C1N,2.03,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=NC(N)=C2N=C(O)N(CC3=CC=CC=C3)C2=N1,2.04,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(CC2=CC=NC=C2)C=C1,2.8,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
FC1(F)OC2=CC=C(\C=C3/SC(=O)NC3=O)C=C2O1,2.8,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@@H]1CN(CCN1C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N)C1=CC=C2N(C)N=C(C)C2=C1,2.8,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC(=NC#N)C1=C(N)N=C(NC2=CC=CC=C2)S1,2.91,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1CCN(CC1)C1=NC(NCCNC2=CC=C(C=C2)[N+]([O-])=O)=C2C=CC=CC2=N1,2.91,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(=O)NC1=CC=C(C=C1)C1=CC=NC(NC2=CC=C(C=C2)N2CCOCC2)=N1,2.91,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
FC1=CC=C(C=C1Cl)C1CNCC=CC1,1.33,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CS(=O)(=O)C1(CC1)C1=CC(=NC(=N1)C1=CC=CC(N)=C1)N1CCOCC1,1.35,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(C=C1)C1=NC2=C(NCC3CCNCC3)C(Br)=CN=C2N1,1.36,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN(C)CC(O)COC1=CC=C(NC2=NC=CC(NC3=CC(Cl)=CC=C3Cl)=N2)C=C1,2.9,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
FC1=CC=C(C=C1)C(=O)C1CCN(CC1)C(=O)C1=CC=C(F)C=C1,2.9,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
ClC1=CC=C2NN=CC2=C1,2.44,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@@H](OC1=CC=C(C=C1C(=O)N1CCN(CC1)C1=NC=C(C=C1F)C(F)(F)F)S(C)(=O)=O)C(F)(F)F,3.49,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=C(OCCN(C(C)C)C(C)C)C=C2C(NC3=CC(NC(=O)C4=CC=NC(=C4)N4CCOCC4)=CC=C3C)=NC=NC2=C1,3.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(C=C1OC)C(=O)NC1=CC=CC(NC(=O)C2=CC=C(OC)C(OC)=C2)=N1,3.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=NC=CC(=N1)C1=CNC2=C1C=CC=C2,1.68,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=NN(C(NS(=O)(=O)C2=CC=C(C)C=C2)=C1C(=O)NC1CCCCC1)C1=CC=CC=C1,1.68,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC[C@H](C)OC1=CC(OC2=CC=C(Cl)C=C2)=CC(=C1)C(=O)NC1=CC=C(C=N1)C(O)=O,1.69,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1CCC2=CC(OC(=O)C3=CC=CC=C3)=C(OC(=O)C3=CC=CC=C3)C=C2C1,2.6,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCN(CC)CCN1C2=C(C=CC=C2)C2=C1C(C#N)=C(N)N=C2,2.7,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)N1C(C)=NC=C1C1=NC(NC2=CC=C(C=C2)C(N)=O)=NC=C1F,2.7,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@@H]1CN(CCN1C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N)C1=CC=C2C(C)=NN(C)C2=C1,2.7,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC1=CC=NC2=C1C=CC=C2,0.8,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCCCN1CC2=C(O)N3N=C(C=C3N=C2C1=O)C1=CC=CO1,0.8,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(C=N3)N3CCNCC3)N=C2N(C2CCCC2)C1=O,0.8,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCC(CC)NC(=O)C1=C(NS(=O)(=O)C2=CC=C(C=C2)C2=CN=CO2)N(N=C1)C1=CC=CC=C1,0.8,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1,0.81,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC1=NC=C(NCC2=CC=CC=C2)C(O)=N1,0.82,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=CC=C1CCNCC1=CC=CC(CCNC[C@H](O)C2=CC=C(O)C3=C2SC(=O)N3)=C1,0.82,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=NC=C2C=C(C(N)=NC2=N1)C1=C(Br)C=CC=C1Br,2.06,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)CN1C2=C(C(C(=O)N3CC[C@@H](O)C3)=C(CC3=C4C=CC=CC4=CN=C3)S2)C(=O)N(C)C1=O,1.74,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(C=C1)N1CCN(CC1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N,1.74,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CNC1=C2N=C(NC2=NC=C1Br)C1=CC=C(OCCN2CCN(C)CC2)C=C1,2.91,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CNC1=C2C=C(OC)C=C(N3CCN(C)CC3)C2=NC(=C1)C(=O)NC1=CC=C(C=C1)N1CCOCC1,2.93,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CSC1=NC=CC=C1C(=O)NCC1CCCCC1,2.93,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(NC(=O)CSC2=NN=C(C)N2C2=CC=C(C)C=C2)C=C1,2.94,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)C(NC(=O)CN1C(=O)C(N)=CN=C1C1=CC(F)=CC(F)=C1)C(=O)C(F)(F)F,1.38,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1,1.4,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC(OC)=NC(=N1)N1N=CC(Cl)=C(Cl)C1=O,1.4,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1CCN(CCOC2=NNC3=NC=NC(NC4=CC=C(OCC5=CC=CC=N5)C(Cl)=C4)=C23)CC1,2.45,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCN(CC1)C1=CC=C(C=N1)C#N)C(=O)C2,2.46,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O=C(NC1(CC1)C#N)[C@@H]1CCCC[C@H]1C(=O)N1CCN(CC1)C1=NC(=CS1)C1=CC=CC=C1,3.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@H](NC(=O)C1=C(NS(=O)(=O)C2=CC=C(C=C2)C#N)N(N=C1C)C1=CC=C(F)C=C1)C(C)(C)C,0.45,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN(C(=O)N1CCC(CC1)N1CCC(CC1)OC1=CC=C(Cl)C(Cl)=C1)S(=O)(=O)C1=CC=C(C)C=C1,4.49,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN(C)CCNC1=CC(=NC2=CC(=NN12)C1=CC=C(F)C=C1)C1=CC=CC=C1,4.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1CCN(CCCOC2=CC=C(C=C2)C2=CC(=NO2)C2=CC=C(F)C=C2)CC1,3.81,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCC(N(CCCN)C(=O)C1=CC=C(C)C=C1)C1=NC2=C(SC=C2)C(=O)N1CC1=CC=CC=C1,1.81,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
