SMILES,LogD {measured},UNIT {LogD},pH,UNIT {pH},Temperature,UNIT {Temperature},logPow Method,logPow Buffer,Ionic strength,UNIT {Ionic strength},Species,Test duration,Material Nanoparticles of Elements,APS,UNIT {APS},Explosure concentration,UNIT {Explosure concentration},Crystal structure of nanoparticles,Ionisable
COC1=CC=C(C=C1)C1=CC2=C(N[C@H]3CCCNC3)N=CC(C(N)=O)=C2S1,1.82,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(Cl)C=CC4=C3OCO4)C2=C1,1.83,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(C=C1CO)C1=CC=C2C(=N1)N=C(N=C2N1CCOC[C@@H]1C)N1C=CN=C1,2.6,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]1CCCN(CCCC2=CC=CC=C2)C1,2.6,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@H](NC1=NC(NC2=NNC(C)=C2)=C(C)N=C1C#N)C1=CC=C(F)C=N1,2.61,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O=C(NC1=C2N=CC=CC2=CC=C1)C1=CC=C(C=C1)N1C(=O)[C@H]2[C@@H]3C[C@@H](C=C3)[C@H]2C1=O,3.28,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC2=C(C=C1OC)C(NCC1=CC=CC=C1)=NC=N2,3.29,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC2=NNC(=O)N2C2=CC(=CC=C12)C1=CC=CN1,3.29,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(=O)NC1=CC=C2C=CN(C2=C1)C1=NC2=C(C=NN2C(NC2CC2)=C1)C#N,3.29,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=C(OCCCN2CCCCC2)C=C2C(NC3=CC=C(F)C(Cl)=C3)=NC=NC2=C1,3.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C(CC1=NC2=CC=CC=C2N1)C1=NC2=CC=CC=C2N1,3.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC1=CC=C(C=C1)C1=CN=C2C=CC=CC2=N1,3.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C2N=CC(=O)N(CCN3CCC(CC3)NCC3=CC4=C(OCCO4)C=N3)C2=N1,0.83,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C2N=CC(=O)N(CCN3CC[C@@H](NCC4=CC=C5OCC(=O)NC5=N4)[C@@H](F)C3)C2=C1,0.83,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=C(OC)C=C2N(C=NC2=C1)C1=CC(OCC2=CC=CC=C2C(F)(F)F)=C(S1)C(O)=O,0.84,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC(C)=NC(N)=C1,0.85,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(=O)C1=CN=CC(=C1)C1=CC=C(Cl)C(=C1)C(=O)NCC12CC3CC(CC(C3)C1)C2,0.85,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,0.87,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COCCNCC1=CC=C(C=C1)C1=CC(C(N)=O)=C(NC(N)=O)S1,0.87,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C1CN2CCC1C(C2)C1=CC=C(C=C1)C1=CC=CC=C1,1.76,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC1=NC2=C(O)C=CC(CCNCCCS(=O)(=O)NCCSCCC3=CC=CC=C3)=C2S1,1.77,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1,1.78,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=C(C2=CC(C)=CC=C2N1CC(O)=O)C1=C2C=C(C=CC2=NC=C1)C(F)(F)F,1.78,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC1=CC=CC(NC(=O)C2=CC=C(OCCCN3CCCC3)C=C2OCC2=CC=CC=N2)=C1,1.78,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC(=O)CCCC(=O)NC1=CC=C2C(=O)C(=O)C3=CC=CC=C3C2=C1,2.96,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OCCNCC1=CC(Br)=CC=C1OCC1=CC=C(Cl)C=C1,2.98,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(NC(=O)CCC2=C(C)N3N=C(C)N=C3N=C2C)C=C1,1.4,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CNC[C@H](O)C1=CC=C(Cl)C(=C1)C(=O)NCC12CC3CC(CC(C3)C1)C2,1.41,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=C(OCC3CC(F)(F)C3(F)F)N=C12,1.42,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CNC1=NC2=NC=CC=C2C(=NC1C1=CC=NS1)C1=CC=CO1,1.44,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(CC(=O)NC(N\C(NC2=CC=CC=C2C)=N\C#N)C(C)(C)C)C=C1OC,2.48,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(=O)NC1=CC=C2N(CCCO)C=C(C2=C1)C1=NC2=C(C=NN2C(NC2CC2)=C1)C#N,2.48,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)[C@H](NC(=O)CCC1=CC=CC=C1)C(=O)N1CCCC1,2.49,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC1=CC=CC2=C1C=CC=C2,2.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1CCCC1C1=CC=CN=C1,0.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(=O)[C@H](CC1=CC=C(CCCCNC2=CC=CC=N2)C=C1)NC(=O)C1=C(Cl)C=CC=C1Cl,0.51,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=C(C2=CC(C)=CC=C2N1CC(O)=O)C1=C2C=CC=C(C#N)C2=NC=C1,0.52,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
ClC1=CC=C(OC2CCNCC2)C=C1C(=O)NCC12CC3CC(CC(C3)C1)C2,1.83,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
ClC1=CC=CC(=C1)S(=O)(=O)NC(=O)N1CCC(CC1)N1CCC(CC1)OC1=CC=C(Cl)C(Cl)=C1,2.62,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O=C(NC1=CC=C(NC2=CC=C(NC(=O)C3=CC=CC=C3)C3=C2C(=O)C2=CC=CC=C2C3=O)C2=C1C(=O)C1=CC=CC=C1C2=O)C1=CC=CC=C1,2.63,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COCCOCCOC1=CC=C(C=C1)C1=CC(C(N)=O)=C(NC(N)=O)S1,2.21,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(=O)C1=CC=C(N=C1)N1CCN(CC1)S(=O)(=O)C[C@]12CC[C@H](CC1=O)C2(C)C,2.21,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)N1CCN[C@H](C1)C(=O)N1CCN(CC1)C(=O)NC1=CC=C(Cl)C(Cl)=C1,2.21,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C(CN1CCCCC1)C1CCC2=CC(OCC3=CC=C(C=C3)C3=CC=CC=C3)=CC=C2C1,3.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC[C@H](O)CN1C(=O)[C@H](CC2=CC=CC=C12)NC(=O)C1=CC2=C(N1)SC(Cl)=C2,3.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)N1C(C)=NC=C1C1=NC(NC2=CC=C(C=C2)N2CC[C@H](C2)NC(C)=O)=NC=C1F,3.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(=O)NC1=CC=C2CCN(C2=C1)C1=NC2=C(C=NN2C(NC2CC2)=C1)C#N,3.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N1CCCCC1,0.9,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=NC(NC2=CC=CC(F)=C12)C1=CC=CS1,0.91,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(=O)C1=CC2=CC(=CC=C2N1CC1=CC=C(Cl)C(Cl)=C1)[N+]([O-])=O,1.79,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CNS(=O)(=O)NC1=CC=C(N(CC(=O)NC(C(C)C)C(=O)C(F)(F)F)C1=O)C1=CC=CC=C1,1.79,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCCSC1=NC(OC2=CC=C(CC(O)=O)C=C2)=CC=C1C(=O)NC1CCCCC1,1.79,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=NC(CS(=O)(=O)C2=CC=C(Cl)C=C2)=CC(=N1)N1CCOCC1,1.8,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(C=C1OC)C(C)NC(=O)C1(N)CCN(CC1)C1=C2C=CNC2=NC=N1,1.8,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C2SC3=CC=CC=C3N(C[C@H](C)CN(C)C)C2=C1,2.99,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC(NC2=NC=C(C)S2)=NC(N[C@@H](C)C2=NC=C(F)C=N2)=N1,2.99,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=CC(=C1)[C@@H](C)NCCCC1=CC=CC=C1Cl,3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=C(C=C2C=CC=CC2=C1C(=O)N(C)C[C@@H](CCN1CCC(CC1)N1CCCNC1=O)C1=CC=C(Cl)C(Cl)=C1)C#N,3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC1=CC=C(C=C1)C1=CC2=CC=CC=C2OC1=O,3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,1.48,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)C(NC(=O)CN1C(=O)C(NC(=O)NCC2=CC=C[N+]([O-])=C2)=CC=C1C1=CC=CC=C1)C(=O)C(F)(F)F,1.48,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(C1=CC=CC=C1)C1=CC=CC=C1,1.49,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CS(=O)(=O)C1=CC=C2N=C(SC2=C1)N1CCN(CC1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N,1.49,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
[O-][N+](=O)C1=CC=C(C=C1)C1=NC2=CC=CC=C2C(=O)N1,2.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=NC(NC2=CC3=C(N)C=C(N=C3C=C2)C2=CC=C(F)C=C2)=CC(=N1)C1=CC=CC(Cl)=C1,2.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C(CNC(=O)CSC2=NC3=C(S2)N=CC=C3)C=C1,2.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCOC1=CC=CC=C1C1=CC=C(C=C1)C1=C(C#N)C(N[C@H](C)C(O)=O)=C2C=C(F)C=CC2=N1,2.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1(CCN(CC1)C1=C2C=CNC2=NC=N1)C(=O)NC(CCO)C1=CC=C(Cl)C=C1,2.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CNC1=CC=CC(CCOC2=CC=C(C[C@H](NC(=O)C3=C(C)C=C(C)C=C3C)C(O)=O)C=C2)=N1,0.52,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC(=NN1C[C@H](O)CN)C1=CC=C(Cl)C(=C1)C(=O)NCC1(O)CCCCCC1,0.57,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CNC1=CC=CC(CCCC2=CC=C(C[C@H](NC(=O)C3=C(Cl)C=CC=C3Cl)C(O)=O)C=C2)=N1,0.57,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC1=CC=C(CCNCCN(C2CCCCC2)C(=O)CCNCCC2=CC=C(Cl)C(Cl)=C2)C2=C1NC(=O)CO2,2.23,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC(F)=CC=C1C1=CN=CC(CNC2CCC2)=N1,2.23,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN(C)CC(O)COC1=CC=C(NC2=NC=C(Cl)C(NC3=CC=CC=C3)=N2)C=C1,2.25,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC1=C2C(SC=C2C2=CSC=C2)=NC=N1,2.25,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1CCN(CC1)C1=CC=C2N=CN(C(=O)C2=C1)C1=CC(=CC=C1C)C(=O)NC1CCC1,2.25,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC#CC1=CN=CC(=C1)C1=CC=CC(=C1)C1(N=C(C)C(N)=N1)C1CC1,3.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1CCOC2=CC(COC3=CC=CC=C3)=CN=C12,3.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O=C1N([Se]C2=CC=CC=C12)C1=CC=CC=C1,3.31,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=NC(=CS1)C1=CC=C(Cl)C=C1,3.31,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)NCC(O)COC1=CC=CC2=C1C=CN2,-0.12,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC(=CC(OC)=C1O)[C@H]1[C@@H]2C(COC2=O)C(O[C@@H]2O[C@@H]3CO[C@@H](C)O[C@H]3[C@H](O)[C@H]2O)C2=CC3=C(OCO3)C=C12,0.91,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,0.45,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=C(SC2=CC=C(Cl)C=C2)C2=C(Cl)N=CC=C2N1CC(O)=O,0.92,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)C[C@H](N1CCC[C@@H](C1)N1C=C(C)C(=O)NC1=O)C1=CC=C(C(O)=O)C(OC2=CC=CC(Cl)=C2)=C1,0.93,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC=C(O1)C1=CC=C(C=C1F)S(=O)(=O)N1CCC[C@H]1C(=O)N1CC[C@@H](N)C1,1.2,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC(=O)NC1=C(C=C(S1)C1=CC=C(CNC2CCCC2)C=C1)C(N)=O,1.22,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CNC(=O)C1=C(N=NS1)C1=CC=CC=C1,1.23,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC=C2OCC(=O)N(CCN3CCC(CC3)NCC3=CC4=C(OCCO4)C=N3)C2=C1,1.24,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC(=CC(C)=C1)C1=NN=C(O1)SCC(=O)N1CCN(CC1)C(=O)C1=CC=CO1,3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCCCN(CCNCCC1=CC=C(O)C2=C1SC(=O)N2)C(=O)CCOCCC1=CC=CC=C1,3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)(C)OC(=O)N1CCC(CC1)OCC1=NC(=NO1)C1=CC=NC=C1,3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CS(=O)(=O)C1=CC=CC(NC2=NC=CC(NC3=CC=CC4=C3OCC4)=N2)=C1,3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O=C1CCOC2=NC(=CC=C12)C#CC1CCCC1,3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]1CCN(CC2=CC=CC=C2)C1,1.49,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC1(CN2CCC1CC2)C1=CC=C(C=C1)C1=CC=CC=C1,1.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC1=CC=C(C=C1)[N+]([O-])=O,1.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC(=O)N1CCOC2=CC(COC3=CC=CC=C3)=CN=C12,2.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]1CCCN(CCC2=CC=CC=C2F)C1,2.51,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OCCN1C(=O)C(CC2=CC=CC=C12)NC(=O)C1=CC2=C(N1)SC(Cl)=C2,3.05,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCN1CCN(CC(=O)NC2=CC=C(C3=C2C2=C(S3)C=CC=C2)C2=CC=CC3=C2OC(=CC3=O)N2CCOCC2)CC1,3.05,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C1CN(CCO1)C1=CC(=CC(NC2=NC=CC(NC3=C4C=NNC4=CC=C3)=N2)=C1)N1CCOCC1,3.05,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@@H](N)COC1=C(C)C=CC=C1C,0.6,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
ClC1=CC=C(C=C1)C(=O)N[C@H]1CN2CCC1CC2,0.6,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC(=O)COC1=CC=C(OCCNCC(O)COC2=CC=CC=C2)C=C1,0.63,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(=O)O[C@H]1CC[C@]2(C=O)[C@H]3CC[C@]4(C)[C@H](CC[C@]4(O)[C@@H]3CC[C@]2(O)C1)C1=CC(=O)OC1,0.64,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=C(SC2=CC=C(Cl)C=C2)C2=CC(F)=CC=C2N1CC(O)=O,1.84,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC=CC(=C1)S(=O)(=O)NC(=O)N1CCC(CC1)N1CCC(CC1)OC1=CC=C(Cl)C(Cl)=C1,1.84,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COCCNS(=O)(=O)C1=CC=C(C=C1)C1=CN=C(N)C(=N1)C(=O)NC1=CC=CN=C1,2.26,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=C(OC2=CC=C(Cl)C=C2)C2=CC(=CC=C2N1CC(O)=O)C(F)(F)F,2.28,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=NC=C(N1CCO)[N+]([O-])=O,-0.11,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1C2CCC1CC(C2)OC(=O)C(CO)C1=CC=CC=C1,-0.09,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O[C@@H](CNCCC1=CC=CC(CNCCC2=CC=CC=N2)=C1)C1=CC=C(O)C2=C1SC(=O)N2,-0.07,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O=C(NC1=CC=CC(=C1)C1=NN=NN1)C1=C2N=CNC2=CC=C1,-0.05,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN1C=NC2=C1C(=O)N(C)C(=O)N2C,-0.03,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=NC2=NC=NN2C(O)=C1CCOC(=O)C1=CC=CC=C1F,0.99,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O=C1C=C(N=C2C=CC=CN12)N1CCOCC1,1,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=NN(C(N)=C1)C1=CC=CC=C1,1.25,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CO[C@H]1CN(CCN2C(=O)C=NC3=CC=C(OC)C=C23)CC[C@@H]1NCC1=CC2=C(OCCO2)C=N1,1.25,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[Si](C)(C)C#CC1=CN(C[C@H]2CN(C(=O)O2)C2=CC=C(C(F)=C2)C2=CCS(=O)(=O)CC2)N=N1,1.26,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,1.27,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCOC1=CC=C(C=C1)C1=CN=C2CCCCCN12,3.01,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC(NC2=NC=NC(NC3=C(Cl)C=CC4=C3OCO4)=N2)=CC(OC)=C1OC,3.01,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC(OC2CCN(C)CC2)=C2C(NC3=CC=CC4=C3OCO4)=NC=NC2=C1,3.02,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(N2CC3=CC=NC=C3C2)C(F)=C1,3.02,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
ClC1=CC=C2C(NC3=C(C(=O)N(CC4=CC=CS4)NC3=O)C2=O)=C1,1.52,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=NC2=NC(=NN2C(O)=C1CC1=CC=CC=C1)C1=CC=CN=C1,1.52,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2,1.54,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@@](O)(C(=O)NC1=CC=C(C=C1Cl)S(=O)(=O)NCC=C)C(F)(F)F,3.07,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)(C)NC(=O)NC1=CC=C(C=C1)C1=C(N)N=C(N)N=C1COCC1=CC=CC=C1,3.09,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@H](NC(C)=O)C1=CC=C(NC2=NC=C3C=C(C=CC3=N2)C2=CC=NC=C2)C=C1,3.17,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@H](NC1=NC(NC2=NNC(=C2)C2CC2)=CN=C1C#N)C1=CC=C(F)C=N1,3.18,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=CC(NC2=CC(OC3=CC=CN=C3C)=CC=N2)=CC(OC)=C1OC,3.19,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCN1C2=C(C=CC=C2)C2=C1C=CC(NC(=O)CN(C)C)=C2,3.2,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O[C@@H](CNCCOC1=CC=CC(CNCCC2=CC=CC=C2F)=C1)C1=CC=C(O)C2=C1SC(=O)N2,1.86,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COCCNCC1=CC=C(NC2=NC=C3C=C(C=CC3=N2)C2=CC=NC=C2)C=C1,1.86,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCOC1=CC=CC(\C=C2/SC(=O)NC2=O)=C1N1CCC[C@@H](N)C1,1.86,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O=C(CN1CCN(CC1)C1=CC=CC=C1)NC1=C(C=NN1C1=CC=CC=C1)C#N,2.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CN(C)C(=O)C1=CC=C(C=C1)C(=C1CCN(CC2=CSC=N2)CC1)C1=C2N=CC=CC2=CC=C1,2.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)CNC1=NC(=NC(NC2CCS(=O)(=O)C2)=C1N)C#N,2.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,0.05,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CC=C(C=C1)S(=O)(=O)N1N=CC2=CC=CC=C2B1O,0.05,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)NCC#N,0.08,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C1CNCC(C1)C1=NC2=CC=CC=C2S1,1,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@H](CO)NC1=C2SC(N)=NC2=NC(SCC2=CSC(C)=N2)=N1,1.73,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
C[C@H](CO)NC1=NC(SCC2=CSC(C)=N2)=NC2=C1SC(=O)N2,1.73,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,-1.5,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC1=CN([C@H]2CCCN(C2)S(=O)(=O)C2=CC=C(C(O)=O)C(OC3=CC=CC(Cl)=C3)=C2)C(=O)NC1=O,-1.28,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CCC1=C(Cl)C2=C(N=C(SC3=CN=C4C=CC=[N+]([O-])C4=C3)N=C2N1)N1C[C@H]2[C@H](N)[C@H]2C1,2.3,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
O[C@@H](CNCCC1=CC=CC(=C1)C1=CC=CC(CNCC2=CC=CC=C2)=C1)C1=CC=C(O)C2=C1SC(=O)N2,2.32,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
CC[C@@H](NC1=C(NC2=CC=CC(C(=O)N(C)C)=C2O)C(=O)C1=O)C1=CC=C(C)O1,2.32,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=C(OC)C=C2C(NC3=CC=CC=C3)=NC=NC2=C1,3.04,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
NC1=NC(NC2=CC=CC(Br)=C2)=C2N=CNC2=N1,3.04,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
COC1=C(OC[C@@H]2CCCN(C)C2)C=C2N=CN=C(NC3=CC=C(Br)C=C3F)C2=C1,3.05,Log unit,7.4,Log unit,,-,,,,-,,,,,-,,-,,
